total_vaccs,ppl_vaccd,ppl_fully_vaccd,daily_vaccs,total_vaccs_per_100,ppl_fully_vaccd_per_100,daily_vaccs_per_million
178264,135107,43157,2999,1.12,0.27,189
190399,135760,54639,4630,1.2,0.34,291
1094522.96,5341596.08,3041823.96,4921,27.29,11.26,310
1094522.96,5341596.08,3041823.96,5141,27.29,11.26,323
1094522.96,5341596.08,3041823.96,5245,27.29,11.26,330
1094522.96,5341596.08,3041823.96,5349,27.29,11.26,337
204176,137981,66195,4722,1.28,0.42,297
208415,138603,69812,4307,1.31,0.44,271
1094522.96,5341596.08,3041823.96,3103,27.29,11.26,195
1094522.96,5341596.08,3041823.96,3239,27.29,11.26,204
1094522.96,5341596.08,3041823.96,3375,27.29,11.26,212
1094522.96,5341596.08,3041823.96,3511,27.29,11.26,221
1094522.96,5341596.08,3041823.96,3647,27.29,11.26,229
1094522.96,5341596.08,3041823.96,3783,27.29,11.26,238
234363,149336,85027,3707,1.47,0.53,233
0,0,3041823.96,112209.42,0,11.26,3376.55
1094522.96,5341596.08,3041823.96,1130,27.29,11.26,19
2260,2260,2260,1130,0,0,19
6524,6524,6524,2175,0.01,0.01,37
10414,10414,10414,2604,0.02,0.02,44
15388,15388,15388,3078,0.03,0.03,52
23059,23059,23059,3843,0.04,0.04,65
32315,32315,32315,4616,0.05,0.05,78
41809,41809,41809,5811,0.07,0.07,98
52647,52647,52647,7198,0.09,0.09,121
63648,63648,63648,8161,0.11,0.11,138
67303,67303,67303,8127,0.11,0.11,137
70527,70527,70527,7877,0.12,0.12,133
73047,73047,73047,7141,0.12,0.12,120
76037,76037,76037,6246,0.13,0.13,105
83570,83570,83570,5966,0.14,0.14,101
92029,92029,92029,5626,0.16,0.16,95
100180,100180,100180,5219,0.17,0.17,88
101573,101573,101573,4896,0.17,0.17,83
101573,101573,101573,4435,0.17,0.17,75
101841,101841,101841,4113,0.17,0.17,69
107054,107054,107054,4431,0.18,0.18,75
128887,128887,128887,6474,0.22,0.22,109
138014,138014,138014,6569,0.23,0.23,111
145215,145215,145215,6434,0.24,0.24,108
145544,145544,145544,6282,0.25,0.25,106
1094522.96,5341596.08,3041823.96,6439,27.29,11.26,109
147753,147753,147753,6559,0.25,0.25,111
157286,157286,157286,7176,0.27,0.27,121
168413,168413,168413,5647,0.28,0.28,95
177275,177275,177275,5609,0.3,0.3,95
182983,182983,182983,5395,0.31,0.31,91
1094522.96,5341596.08,3041823.96,5751,27.29,11.26,97
1094522.96,5341596.08,3041823.96,5996,27.29,11.26,101
1094522.96,5341596.08,3041823.96,6241,27.29,11.26,105
194257,194257,194257,5282,0.33,0.33,89
207808,207808,207808,5628,0.35,0.35,95
220129,220129,220129,6122,0.37,0.37,103
231002,231002,231002,6860,0.39,0.39,116
231605,231605,231605,6543,0.39,0.39,110
1094522.96,5341596.08,3041823.96,6716,27.29,11.26,113
239665,239665,239665,6890,0.4,0.4,116
251707,251707,251707,8207,0.42,0.42,138
263878,263878,263878,8010,0.44,0.44,135
269102,269102,269102,6996,0.45,0.45,118
1094522.96,5341596.08,3041823.96,5538,27.29,11.26,93
1094522.96,5341596.08,3041823.96,5547,27.29,11.26,94
1094522.96,5341596.08,3041823.96,5067,27.29,11.26,85
1094522.96,5341596.08,3041823.96,4587,27.29,11.26,77
272438,272438,272438,2962,0.46,0.46,50
278909,278909,278909,2147,0.47,0.47,36
283629,283629,283629,2075,0.48,0.48,35
288368,288368,288368,2657,0.49,0.49,45
288406,288406,288406,2567,0.49,0.49,43
1094522.96,5341596.08,3041823.96,2570,27.29,11.26,43
289787,289787,289787,2574,0.49,0.49,43
292623,292623,292623,2884,0.49,0.49,49
1094522.96,5341596.08,3041823.96,2012,27.29,11.26,34
1094522.96,5341596.08,3041823.96,1390,27.29,11.26,23
1094522.96,5341596.08,3041823.96,766,27.29,11.26,13
1094522.96,5341596.08,3041823.96,813,27.29,11.26,14
1094522.96,5341596.08,3041823.96,767,27.29,11.26,13
1094522.96,5341596.08,3041823.96,721,27.29,11.26,12
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
1094522.96,5341596.08,3041823.96,369,27.29,11.26,6
298153,298153,298153,369,0.5,0.5,6
307591,307591,307591,1664,0.52,0.52,28
317656,317656,317656,3049,0.54,0.54,51
318670,318670,318670,3142,0.54,0.54,53
1094522.96,5341596.08,3041823.96,3834,27.29,11.26,65
329098,329098,329098,4526,0.55,0.55,76
353181,353181,353181,7914,0.6,0.6,133
366101,366101,366101,9707,0.62,0.62,164
1094522.96,5341596.08,3041823.96,9435,27.29,11.26,159
381171,381171,381171,9074,0.64,0.64,153
382480,382480,382480,9116,0.64,0.64,154
1094522.96,5341596.08,3041823.96,9282,27.29,11.26,157
395230,395230,395230,9447,0.67,0.67,159
414372,414372,414372,8742,0.7,0.7,147
430730,430730,430730,9233,0.73,0.73,156
455169,455169,455169,11648,0.77,0.77,196
474318,474318,474318,13307,0.8,0.8,224
478452,478452,478452,13710,0.81,0.81,231
478733,478733,478733,12840,0.81,0.81,216
478733,478733,478733,11929,0.81,0.81,201
519139,519139,479768,14967,0.88,0.81,252
558170,558170,479768,18206,0.94,0.81,307
597406,597406,479768,20320,1.01,0.81,343
642382,642382,479768,24009,1.08,0.81,405
647983,647983,479768,24219,1.09,0.81,408
651628,651628,479768,24699,1.1,0.81,416
700904,700904,479768,31739,1.18,0.81,535
761903,761903,479768,34681,1.28,0.81,585
828204,828204,479768,38576,1.4,0.81,650
898955,898955,479768,43078,1.52,0.81,726
963876,963876,479768,45928,1.63,0.81,774
968319,968319,479768,45762,1.63,0.81,772
970448,970448,479768,45546,1.64,0.81,768
1045104,1045104,479768,49171,1.76,0.81,829
1117569,1117569,479768,50809,1.88,0.81,857
1193352,1193352,479768,52164,2.01,0.81,880
1266893,1266893,479768,52563,2.14,0.81,886
1336547,1336547,479768,53239,2.25,0.81,898
1343433,1343433,479768,53588,2.27,0.81,904
1350245,1350245,479768,54257,2.28,0.81,915
1433730,1433730,479768,55518,2.42,0.81,936
1525271,1525271,479768,58243,2.57,0.81,982
1619011,1619011,479768,60808,2.73,0.81,1025
1690026,1690026,479768,60448,2.85,0.81,1019
1767415,1767415,479768,61553,2.98,0.81,1038
1773417,1773417,479768,61426,2.99,0.81,1036
1777288,1777288,479768,61006,3,0.81,1029
1871987,1871987,479768,62608,3.16,0.81,1056
1965812,1965812,479768,62934,3.31,0.81,1061
1974099,1974099,479768,50727,3.33,0.81,855
2069346,2069346,479768,54189,3.49,0.81,914
2137071,2137071,479768,52808,3.6,0.81,890
2141624,2141624,479768,52601,3.61,0.81,887
1094522.96,5341596.08,3041823.96,58306,27.29,11.26,983
2229242,2229242,479768,51036,3.76,0.81,861
1094522.96,5341596.08,3041823.96,52919,27.29,11.26,892
1094522.96,5341596.08,3041823.96,67021,27.29,11.26,1130
2550248,2550248,479770,68700,4.3,0.81,1158
2661378,2661378,479771,74901,4.49,0.81,1263
2682710,2682710,479771,77298,4.52,0.81,1303
2779912,2779912,479771,84926,4.69,0.81,1432
2787996,2787996,479771,79822,4.7,0.81,1346
2900666,2900666,479772,80632,4.89,0.81,1360
3026636,3026636,479772,83341,5.1,0.81,1405
3155717,3155717,479772,86496,5.32,0.81,1458
1094522.96,5341596.08,3041823.96,81468,27.29,11.26,1374
3307588,3307588,479772,89268,5.58,0.81,1505
3314278,3314278,479773,76338,5.59,0.81,1287
3466228,3466228,479794,96890,5.84,0.81,1634
3631102,3631102,479794,104348,6.12,0.81,1759
0,0,3041823.96,112209.42,0,11.26,3376.55
18489,18489,3041823.96,18489,0.04,11.26,361
20322,20322,3041823.96,10161,0.04,11.26,198
21177,21177,3041823.96,7059,0.04,11.26,138
1094522.96,5341596.08,3041823.96,13576,27.29,11.26,265
87428,87428,3041823.96,17486,0.17,11.26,341
154421,154421,3041823.96,25737,0.3,11.26,502
225853,225853,3041823.96,32265,0.44,11.26,629
296380,296380,3041823.96,39699,0.58,11.26,774
314656,314656,3041823.96,42048,0.61,11.26,820
316865,316865,3041823.96,42241,0.62,11.26,824
383346,383346,3041823.96,47006,0.75,11.26,917
446941,446941,3041823.96,51359,0.87,11.26,1002
500635,500635,3041823.96,49459,0.98,11.26,965
546277,546277,3041823.96,45775,1.07,11.26,893
583658,583658,3041823.96,41040,1.14,11.26,800
587884,587884,3041823.96,39033,1.15,11.26,761
588958,588958,3041823.96,38870,1.15,11.26,758
602150,602150,3041823.96,31258,1.17,11.26,610
621734,621734,3041823.96,24970,1.21,11.26,487
641331,641331,3041823.96,20099,1.25,11.26,392
659475,659475,3041823.96,16171,1.29,11.26,315
675426,675426,3041823.96,13110,1.32,11.26,256
676900,676587,313,12717,1.32,0,248
677200,676607,593,12606,1.32,0,246
681443,680560,883,11328,1.33,0,221
705110,703612,1498,11911,1.38,0,232
735815,733124,2691,13498,1.44,0.01,263
771284,767451,3833,15973,1.5,0.01,312
797506,792274,5232,17440,1.56,0.01,340
799090,793858,5232,17456,1.56,0.01,340
799198,793966,5232,17428,1.56,0.01,340
828599,822448,6151,21022,1.62,0.01,410
860387,852202,8185,22182,1.68,0.02,433
889546,876573,12973,21962,1.74,0.03,428
933924,914069,19855,23234,1.82,0.04,453
979936,953556,26380,26061,1.91,0.05,508
989381,962083,27298,27184,1.93,0.05,530
990094,962730,27364,27271,1.93,0.05,532
1027561,999870,27691,28423,2,0.05,554
1072480,1039066,33414,30299,2.09,0.07,591
1118221,1075574,42647,32668,2.18,0.08,637
1165802,1113666,52136,33125,2.27,0.1,646
1207482,1148060,59422,32507,2.36,0.12,634
1217460,1156950,60510,32583,2.37,0.12,636
1217766,1157255,60511,32525,2.38,0.12,634
1255899,1195342,60557,32620,2.45,0.12,636
1299632,1239065,60567,32450,2.53,0.12,633
1346478,1285909,60569,32608,2.63,0.12,636
1440224,1379653,60571,39203,2.81,0.12,765
1543546,1482969,60577,48009,3.01,0.12,936
1573088,1512503,60585,50804,3.07,0.12,991
1577975,1517390,60585,51458,3.08,0.12,1004
1700076,1639490,60586,63454,3.32,0.12,1238
1832004,1771407,60597,76053,3.57,0.12,1483
1964389,1903767,60622,88273,3.83,0.12,1722
2114700,2035549,79151,96354,4.12,0.15,1879
2294259,2195492,98767,107245,4.47,0.19,2092
2365177,2260639,104538,113156,4.61,0.2,2207
2371793,2266888,104905,113403,4.63,0.2,2212
2536478,2409975,126503,119486,4.95,0.25,2331
2735051,2586769,148282,129007,5.33,0.29,2516
2977515,2808794,168721,144732,5.81,0.33,2823
3254738,3056004,198734,162863,6.35,0.39,3177
3554402,3326003,228399,180020,6.93,0.45,3511
3631292,3395104,236188,180874,7.08,0.46,3528
3633353,3396864,236489,180223,7.09,0.46,3515
3733940,3466908,267032,171066,7.28,0.52,3337
3828206,3530014,298192,156165,7.47,0.58,3046
3883829,3560324,323505,129473,7.58,0.63,2525
4005806,3608616,397190,107295,7.81,0.77,2093
4136581,3662587,473994,83168,8.07,0.92,1622
4176221,3674682,501539,77847,8.15,0.98,1518
4181003,3674729,506274,78236,8.16,0.99,1526
4276579,3692566,584013,77520,8.34,1.14,1512
4363470,3698657,664813,76466,8.51,1.3,1491
4458730,3711023,747707,82129,8.7,1.46,1602
4545683,3719983,825700,77125,8.87,1.61,1504
4636641,3731221,905420,71437,9.04,1.77,1393
4669153,3733796,935357,70419,9.11,1.82,1374
4674151,3733806,940345,70450,9.12,1.83,1374
4785576,3745934,1039642,72714,9.33,2.03,1418
4939339,3759058,1180281,82267,9.63,2.3,1605
5034150,3760940,1273210,82203,9.82,2.48,1603
5255441,3772599,1482842,101394,10.25,2.89,1978
5495098,3787570,1707528,122637,10.72,3.33,2392
5536097,3792660,1743437,123849,10.8,3.4,2416
5539242,3792906,1746336,123584,10.8,3.41,2410
5715453,3864784,1850669,132840,11.15,3.61,2591
5887992,3942775,1945217,135522,11.48,3.79,2643
6043663,4030744,2012919,144216,11.79,3.93,2813
6757397,4688520,2068877,214565,13.18,4.04,4185
7367683,5233963,2133720,267512,14.37,4.16,5218
7542308,5399015,2143293,286602,14.71,4.18,5590
7547239,5403854,2143385,286857,14.72,4.18,5595
7962839,5791503,2171336,321055,15.53,4.24,6262
8556522,6358512,2198010,381219,16.69,4.29,7436
8962721,6741993,2220728,417008,17.48,4.33,8134
9333300,7086292,2247008,367986,18.2,4.38,7178
9732863,7455726,2277137,337883,18.98,4.44,6590
9874668,7595072,2279596,333194,19.26,4.45,6499
9878469,7598787,2279682,333033,19.27,4.45,6496
10755652,8455799,2299853,398973,20.98,4.49,7782
11527605,9202346,2325259,424440,22.48,4.54,8279
12143648,9794163,2349485,454418,23.69,4.58,8863
13201539,10565404,2636135,552606,25.75,5.14,10779
14261118,11387256,2873862,646894,27.82,5.61,12618
14794416,11802287,2992129,702821,28.86,5.84,13708
14834410,11830381,3004029,707992,28.93,5.86,13809
15828002,12565269,3262733,724621,30.87,6.36,14134
15877730,13266098,3476708,621446,30.97,6.78,12121
16504369,13790841,3755040,622960,32.19,7.32,12151
17098158,14277712,3888995,556660,33.35,7.59,10858
17732229,14814850,4016740,495873,34.59,7.83,9672
1094522.96,5341596.08,3041823.96,435014,27.29,11.26,8485
17946801,15014819,4047846,444627,35.01,7.9,8672
18086202,15039998,4167533,322600,35.28,8.13,6292
18267181,15098865,4292272,341350,35.63,8.37,6658
18438254,15150121,4413494,276269,35.96,8.61,5389
18595784,15199919,4521785,213947,36.27,8.82,4173
18775078,15280215,4621279,148978,36.62,9.01,2906
18806956,15290216,4643211,138206,36.68,9.06,2696
18807776,15290302,4643951,122996,36.68,9.06,2399
18935546,15304120,4758395,121335,36.93,9.28,2367
19099022,15321254,4905462,118834,37.25,9.57,2318
19249157,15336361,5041240,115843,37.55,9.83,2260
19368414,15340827,5156549,110376,37.78,10.06,2153
19487624,15345293,5271767,101792,38.01,10.28,1985
19537712,15347197,5319954,104394,38.11,10.38,2036
19539377,15347214,5321602,104514,38.11,10.38,2039
19640140,15401361,5368227,100656,38.31,10.47,1963
19773736,15439910,5463292,96388,38.57,10.66,1880
0,0,3041823.96,112209.42,0,11.26,3376.55
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
1094522.96,5341596.08,3041823.96,95,27.29,11.26,8
947,947,3041823.96,95,0.01,11.26,8
1094522.96,5341596.08,3041823.96,105,27.29,11.26,9
1094522.96,5341596.08,3041823.96,115,27.29,11.26,10
1094522.96,5341596.08,3041823.96,126,27.29,11.26,11
1094522.96,5341596.08,3041823.96,136,27.29,11.26,12
1094522.96,5341596.08,3041823.96,146,27.29,11.26,13
1094522.96,5341596.08,3041823.96,157,27.29,11.26,14
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
1094522.96,5341596.08,3041823.96,167,27.29,11.26,15
5459,5459,3041823.96,167,0.05,11.26,15
1094522.96,5341596.08,3041823.96,166,27.29,11.26,15
1094522.96,5341596.08,3041823.96,164,27.29,11.26,15
1094522.96,5341596.08,3041823.96,163,27.29,11.26,15
1094522.96,5341596.08,3041823.96,162,27.29,11.26,14
1094522.96,5341596.08,3041823.96,160,27.29,11.26,14
6403,6403,3041823.96,159,0.06,11.26,14
1094522.96,5341596.08,3041823.96,187,27.29,11.26,17
1094522.96,5341596.08,3041823.96,217,27.29,11.26,19
7500,7500,3041823.96,247,0.07,11.26,22
1094522.96,5341596.08,3041823.96,247,27.29,11.26,22
1094522.96,5341596.08,3041823.96,247,27.29,11.26,22
7976,7976,3041823.96,247,0.07,11.26,22
1094522.96,5341596.08,3041823.96,270,27.29,11.26,24
8606,8606,3041823.96,262,0.08,11.26,23
1094522.96,5341596.08,3041823.96,243,27.29,11.26,22
1094522.96,5341596.08,3041823.96,223,27.29,11.26,20
1094522.96,5341596.08,3041823.96,233,27.29,11.26,21
1094522.96,5341596.08,3041823.96,243,27.29,11.26,22
9744,9744,3041823.96,253,0.09,11.26,23
1094522.96,5341596.08,3041823.96,246,27.29,11.26,22
1094522.96,5341596.08,3041823.96,239,27.29,11.26,21
1094522.96,5341596.08,3041823.96,245,27.29,11.26,22
1094522.96,5341596.08,3041823.96,251,27.29,11.26,22
1094522.96,5341596.08,3041823.96,257,27.29,11.26,23
1094522.96,5341596.08,3041823.96,262,27.29,11.26,23
1094522.96,5341596.08,3041823.96,268,27.29,11.26,24
11889,11889,3041823.96,268,0.11,11.26,24
1094522.96,5341596.08,3041823.96,396,27.29,11.26,35
1094522.96,5341596.08,3041823.96,524,27.29,11.26,47
1094522.96,5341596.08,3041823.96,651,27.29,11.26,58
1094522.96,5341596.08,3041823.96,779,27.29,11.26,70
1094522.96,5341596.08,3041823.96,907,27.29,11.26,81
18863,17350,1513,1035,0.17,0.01,92
1094522.96,5341596.08,3041823.96,1247,27.29,11.26,111
1094522.96,5341596.08,3041823.96,1332,27.29,11.26,119
1094522.96,5341596.08,3041823.96,1418,27.29,11.26,127
1094522.96,5341596.08,3041823.96,1503,27.29,11.26,134
1094522.96,5341596.08,3041823.96,1588,27.29,11.26,142
29410,27338,2072,1673,0.26,0.02,149
1094522.96,5341596.08,3041823.96,1633,27.29,11.26,146
1094522.96,5341596.08,3041823.96,1509,27.29,11.26,135
1094522.96,5341596.08,3041823.96,1385,27.29,11.26,124
32959,30849,2110,1260,0.29,0.02,113
1094522.96,5341596.08,3041823.96,1436,27.29,11.26,128
1094522.96,5341596.08,3041823.96,1612,27.29,11.26,144
1094522.96,5341596.08,3041823.96,1789,27.29,11.26,160
44920,42166,2754,2089,0.4,0.02,187
1094522.96,5341596.08,3041823.96,2034,27.29,11.26,182
1094522.96,5341596.08,3041823.96,1980,27.29,11.26,177
1094522.96,5341596.08,3041823.96,1926,27.29,11.26,172
1094522.96,5341596.08,3041823.96,1571,27.29,11.26,140
1094522.96,5341596.08,3041823.96,1216,27.29,11.26,109
1094522.96,5341596.08,3041823.96,861,27.29,11.26,77
48461,45074,3387,506,0.43,0.03,45
82834,82834,3041823.96,112209.42,0.18,11.26,3376.55
139339,139339,3041823.96,56505,0.3,11.26,1209
1094522.96,5341596.08,3041823.96,45248,27.29,11.26,968
207323,207323,3041823.96,41496,0.44,11.26,888
277976,277976,3041823.96,48786,0.59,11.26,1043
1094522.96,5341596.08,3041823.96,47569,27.29,11.26,1017
1094522.96,5341596.08,3041823.96,46759,27.29,11.26,1000
406091,406091,3041823.96,46180,0.87,11.26,988
488122,488122,3041823.96,49826,1.04,11.26,1066
581638,581638,3041823.96,58330,1.24,11.26,1248
676186,676186,3041823.96,66980,1.45,11.26,1433
768950,768950,3041823.96,70139,1.64,11.26,1500
1094522.96,5341596.08,3041823.96,70181,27.29,11.26,1501
1094522.96,5341596.08,3041823.96,70223,27.29,11.26,1502
897942,895627,2315,70264,1.92,0,1503
966097,956756,9341,68282,2.07,0.02,1460
1025937,1010295,15642,63471,2.19,0.03,1358
1103301,1054245,49056,61016,2.36,0.1,1305
1165825,1097369,68456,56696,2.49,0.15,1213
1094522.96,5341596.08,3041823.96,55680,27.29,11.26,1191
1237593,1148895,88698,54664,2.65,0.19,1169
1291216,1167519,123697,56182,2.76,0.26,1202
1356461,1183395,173066,55766,2.9,0.37,1193
1395618,1202859,192759,52812,2.98,0.41,1130
1474189,1222323,251866,52984,3.15,0.54,1133
1094522.96,5341596.08,3041823.96,50484,27.29,11.26,1080
1094522.96,5341596.08,3041823.96,51790,27.29,11.26,1108
1609261,1251369,357892,53095,3.44,0.77,1136
1673054,1254535,418519,54548,3.58,0.9,1167
1764778,1265800,498978,58331,3.77,1.07,1248
1865342,1279220,586122,67103,3.99,1.25,1435
1988160,1305251,682909,73424,4.25,1.46,1570
1094522.96,5341596.08,3041823.96,72558,27.29,11.26,1552
1094522.96,5341596.08,3041823.96,71691,27.29,11.26,1533
2105033,1318626,786407,70825,4.5,1.68,1515
2167241,1328459,838782,70598,4.64,1.79,1510
2233249,1343566,889683,66924,4.78,1.9,1431
2320507,1377229,943278,65024,4.96,2.02,1391
2423045,1422560,1000485,62126,5.18,2.14,1329
1094522.96,5341596.08,3041823.96,63159,27.29,11.26,1351
1094522.96,5341596.08,3041823.96,64192,27.29,11.26,1373
2561608,1491517,1070091,65225,5.48,2.29,1395
2624512,1527590,1096922,65324,5.61,2.35,1397
2690457,1571277,1119180,65315,5.75,2.39,1397
2782751,1638195,1144556,66035,5.95,2.45,1412
2936011,1764985,1171026,73281,6.28,2.5,1567
1094522.96,5341596.08,3041823.96,74032,27.29,11.26,1583
1094522.96,5341596.08,3041823.96,74783,27.29,11.26,1599
3090351,1893290,1197061,75535,6.61,2.56,1616
3165191,1956886,1208305,77240,6.77,2.58,1652
3284678,2063495,1221183,84889,7.03,2.61,1816
3436158,2204376,1231782,93344,7.35,2.63,1996
3605635,2361852,1243783,95661,7.71,2.66,2046
1094522.96,5341596.08,3041823.96,98970,27.29,11.26,2117
1094522.96,5341596.08,3041823.96,102279,27.29,11.26,2188
3829465,2567617,1261848,105588,8.19,2.7,2258
3908734,2642034,1266700,106220,8.36,2.71,2272
4059320,2772318,1287002,110663,8.68,2.75,2367
4229092,2920179,1308913,113276,9.05,2.8,2423
4471577,3129092,1342485,123706,9.56,2.87,2646
1094522.96,5341596.08,3041823.96,124505,27.29,11.26,2663
1094522.96,5341596.08,3041823.96,125304,27.29,11.26,2680
4712191,3328703,1383488,126104,10.08,2.96,2697
4848648,3436412,1412236,134273,10.37,3.02,2872
4989505,3541667,1447838,132884,10.67,3.1,2842
5172106,3668848,1503258,134716,11.06,3.22,2881
5352767,3769523,1583244,125884,11.45,3.39,2692
1094522.96,5341596.08,3041823.96,124860,27.29,11.26,2671
1094522.96,5341596.08,3041823.96,123835,27.29,11.26,2649
1094522.96,5341596.08,3041823.96,122810,27.29,11.26,2627
5644895,3951221,1693674,113750,12.07,3.62,2433
5742218,4013681,1728537,107530,12.28,3.7,2300
5857085,4052470,1804615,97854,12.53,3.86,2093
5993363,4106550,1886813,91514,12.82,4.04,1957
1094522.96,5341596.08,3041823.96,92814,27.29,11.26,1985
1094522.96,5341596.08,3041823.96,94115,27.29,11.26,2013
1094522.96,5341596.08,3041823.96,95416,27.29,11.26,2041
6321908,4211040,2110868,96716,13.52,4.51,2069
6409196,4252598,2156598,95283,13.71,4.61,2038
6620093,4343860,2276233,109001,14.16,4.87,2331
6839736,4447534,2392202,120910,14.63,5.12,2586
7067371,4561529,2505842,141696,15.12,5.36,3031
1094522.96,5341596.08,3041823.96,153965,27.29,11.26,3293
1094522.96,5341596.08,3041823.96,166235,27.29,11.26,3555
7571439,4967230,2604209,178504,16.19,5.57,3818
7736611,5092535,2644076,189631,16.55,5.66,4056
8035160,5314076,2721084,202152,17.19,5.82,4324
8342155,5545140,2797015,214631,17.84,5.98,4591
1094522.96,5341596.08,3041823.96,196858,27.29,11.26,4210
8548598,5707450,2841148,187601,18.28,6.08,4012
1094522.96,5341596.08,3041823.96,177533,27.29,11.26,3797
8743694,5890888,2852806,167465,18.7,6.1,3582
9021001,6118710,2902291,183484,19.29,6.21,3924
9357847,6416016,2941831,188955,20.01,6.29,4041
9811529,6791079,3020450,209911,20.99,6.46,4490
10231825,7159716,3072109,255207,21.88,6.57,5458
1094522.96,5341596.08,3041823.96,266803,27.29,11.26,5706
1094522.96,5341596.08,3041823.96,279209,27.29,11.26,5972
10784997,7676560,3108437,291615,23.07,6.65,6237
11073657,7937566,3136091,293237,23.68,6.71,6272
11436073,8250887,3185186,296889,24.46,6.81,6350
11885085,8631548,3253537,296222,25.42,6.96,6336
12330755,9002054,3328701,299847,26.37,7.12,6413
1094522.96,5341596.08,3041823.96,298403,27.29,11.26,6382
1094522.96,5341596.08,3041823.96,296959,27.29,11.26,6351
12853599,9441685,3411914,295515,27.49,7.3,6321
13041032,9588913,3452119,281054,27.89,7.38,6011
13497809,9886203,3611606,294534,28.87,7.72,6300
13909964,10141949,3768015,289268,29.75,8.06,6187
14266251,10405863,3862789,276499,30.51,8.26,5914
1094522.96,5341596.08,3041823.96,283722,27.29,11.26,6068
14715931,10796466,3947465,290945,31.47,8.44,6223
14994667,11013911,4020945,305867,32.07,8.6,6542
15377862,11261171,4166758,333833,32.89,8.91,7140
15859772,11520146,4413784,337423,33.92,9.44,7217
16364595,11763360,4689766,350662,35,10.03,7500
1094522.96,5341596.08,3041823.96,338524,27.29,11.26,7240
1094522.96,5341596.08,3041823.96,345164,27.29,11.26,7382
17178566,12196079,5113598,351805,36.74,10.94,7524
17430810,12381213,5202297,348020,37.28,11.13,7444
17916566,12686341,5394315,362672,38.32,11.54,7757
18489580,12966552,5696827,375687,39.55,12.18,8035
19048132,13271511,5956451,383362,40.74,12.74,8199
1094522.96,5341596.08,3041823.96,381863,27.29,11.26,8167
1094522.96,5341596.08,3041823.96,380364,27.29,11.26,8135
19830624,13797431,6221476,378865,42.41,13.31,8103
20162661,14028954,6327447,390264,43.12,13.53,8347
20623815,14318348,6502978,386750,44.11,13.91,8272
21071940,14555552,6716156,368909,45.07,14.36,7890
21683707,14911306,6976683,376511,46.38,14.92,8053
1094522.96,5341596.08,3041823.96,369220,27.29,11.26,7897
1094522.96,5341596.08,3041823.96,361929,27.29,11.26,7741
22313088,15320846,7213716,354638,47.72,15.43,7585
22587343,15495889,7323426,346383,48.31,15.66,7409
22973955,15741247,7469173,335734,49.14,15.98,7181
23503085,16049843,7697288,347306,50.27,16.46,7428
23962365,16347683,7865313,325523,51.25,16.82,6962
1094522.96,5341596.08,3041823.96,322775,27.29,11.26,6904
1094522.96,5341596.08,3041823.96,320028,27.29,11.26,6845
24534056,16709939,8130648,317281,52.47,17.39,6786
24876302,16953205,8250814,326994,53.21,17.65,6994
25280864,17187731,8434233,329558,54.07,18.04,7049
25745178,17487591,8614678,320299,55.06,18.43,6851
26133689,17707320,8804363,310189,55.9,18.83,6634
1094522.96,5341596.08,3041823.96,316011,27.29,11.26,6759
1094522.96,5341596.08,3041823.96,321833,27.29,11.26,6883
26827637,18032417,9221285,327654,57.38,19.72,7008
