location,date,vaccine,total_vaccinations
Czechia,20/04/2021,Moderna,284031
Czechia,20/04/2021,Oxford/AstraZeneca,330466
Czechia,20/04/2021,Pfizer/BioNTech,1999143
Czechia,21/04/2021,Moderna,289456
Czechia,21/04/2021,Oxford/AstraZeneca,337883
Czechia,21/04/2021,Pfizer/BioNTech,2047999
Czechia,22/04/2021,Johnson&Johnson,28
Czechia,22/04/2021,Moderna,295355
Czechia,22/04/2021,Oxford/AstraZeneca,345917
Czechia,22/04/2021,Pfizer/BioNTech,2105575
Czechia,23/04/2021,Johnson&Johnson,248
Czechia,23/04/2021,Moderna,299189
Czechia,23/04/2021,Oxford/AstraZeneca,352080
Czechia,23/04/2021,Pfizer/BioNTech,2156898
Czechia,24/04/2021,Johnson&Johnson,260
Czechia,24/04/2021,Moderna,300005
Czechia,24/04/2021,Oxford/AstraZeneca,352749
Czechia,24/04/2021,Pfizer/BioNTech,2178332
Czechia,25/04/2021,Johnson&Johnson,276
Czechia,25/04/2021,Moderna,301474
Czechia,25/04/2021,Oxford/AstraZeneca,352923
Czechia,25/04/2021,Pfizer/BioNTech,2195267
Czechia,26/04/2021,Johnson&Johnson,818
Czechia,26/04/2021,Moderna,305681
Czechia,26/04/2021,Oxford/AstraZeneca,358482
Czechia,26/04/2021,Pfizer/BioNTech,2241237
Czechia,27/04/2021,Johnson&Johnson,1753
Czechia,27/04/2021,Moderna,311958
Czechia,27/04/2021,Oxford/AstraZeneca,365112
Czechia,27/04/2021,Pfizer/BioNTech,2287384
Czechia,28/04/2021,Johnson&Johnson,3204
Czechia,28/04/2021,Moderna,320368
Czechia,28/04/2021,Oxford/AstraZeneca,371733
Czechia,28/04/2021,Pfizer/BioNTech,2341922
Czechia,29/04/2021,Johnson&Johnson,4809
Czechia,29/04/2021,Moderna,328204
Czechia,29/04/2021,Oxford/AstraZeneca,378154
Czechia,29/04/2021,Pfizer/BioNTech,2405528
Czechia,30/04/2021,Johnson&Johnson,6265
Czechia,30/04/2021,Moderna,331994
Czechia,30/04/2021,Oxford/AstraZeneca,381988
Czechia,30/04/2021,Pfizer/BioNTech,2466881
Czechia,1/05/2021,Johnson&Johnson,6367
Czechia,1/05/2021,Moderna,333182
Czechia,1/05/2021,Oxford/AstraZeneca,382194
Czechia,1/05/2021,Pfizer/BioNTech,2487904
Czechia,2/05/2021,Johnson&Johnson,6394
Czechia,2/05/2021,Moderna,333675
Czechia,2/05/2021,Oxford/AstraZeneca,382308
Czechia,2/05/2021,Pfizer/BioNTech,2508319
Czechia,3/05/2021,Johnson&Johnson,7516
Czechia,3/05/2021,Moderna,336660
Czechia,3/05/2021,Oxford/AstraZeneca,385419
Czechia,3/05/2021,Pfizer/BioNTech,2572011
Czechia,4/05/2021,Johnson&Johnson,9081
Czechia,4/05/2021,Moderna,343732
Czechia,4/05/2021,Oxford/AstraZeneca,389601
Czechia,4/05/2021,Pfizer/BioNTech,2632085
Czechia,5/05/2021,Johnson&Johnson,11049
Czechia,5/05/2021,Moderna,349363
Czechia,5/05/2021,Oxford/AstraZeneca,395770
Czechia,5/05/2021,Pfizer/BioNTech,2698612
Czechia,6/05/2021,Johnson&Johnson,13017
Czechia,6/05/2021,Moderna,354714
Czechia,6/05/2021,Oxford/AstraZeneca,403018
Czechia,6/05/2021,Pfizer/BioNTech,2772795
Czechia,7/05/2021,Johnson&Johnson,14944
Czechia,7/05/2021,Moderna,359532
Czechia,7/05/2021,Oxford/AstraZeneca,408694
Czechia,7/05/2021,Pfizer/BioNTech,2845455
Czechia,8/05/2021,Johnson&Johnson,15089
Czechia,8/05/2021,Moderna,360612
Czechia,8/05/2021,Oxford/AstraZeneca,408956
Czechia,8/05/2021,Pfizer/BioNTech,2874858
Czechia,9/05/2021,Johnson&Johnson,15097
Czechia,9/05/2021,Moderna,361674
Czechia,9/05/2021,Oxford/AstraZeneca,409357
Czechia,9/05/2021,Pfizer/BioNTech,2898673
Czechia,10/05/2021,Johnson&Johnson,16777
Czechia,10/05/2021,Moderna,367298
Czechia,10/05/2021,Oxford/AstraZeneca,415215
Czechia,10/05/2021,Pfizer/BioNTech,2963436
Czechia,11/05/2021,Johnson&Johnson,18593
Czechia,11/05/2021,Moderna,373595
Czechia,11/05/2021,Oxford/AstraZeneca,422662
Czechia,11/05/2021,Pfizer/BioNTech,3030658
Czechia,12/05/2021,Johnson&Johnson,20168
Czechia,12/05/2021,Moderna,381934
Czechia,12/05/2021,Oxford/AstraZeneca,429997
Czechia,12/05/2021,Pfizer/BioNTech,3100404
Czechia,13/05/2021,Johnson&Johnson,21671
Czechia,13/05/2021,Moderna,389307
Czechia,13/05/2021,Oxford/AstraZeneca,436895
Czechia,13/05/2021,Pfizer/BioNTech,3175975
Czechia,14/05/2021,Johnson&Johnson,22763
Czechia,14/05/2021,Moderna,394772
Czechia,14/05/2021,Oxford/AstraZeneca,442703
Czechia,14/05/2021,Pfizer/BioNTech,3249379
Czechia,15/05/2021,Johnson&Johnson,22825
Czechia,15/05/2021,Moderna,395493
Czechia,15/05/2021,Oxford/AstraZeneca,444621
Czechia,15/05/2021,Pfizer/BioNTech,3280539
Czechia,16/05/2021,Johnson&Johnson,22833
Czechia,16/05/2021,Moderna,396190
Czechia,16/05/2021,Oxford/AstraZeneca,445359
Czechia,16/05/2021,Pfizer/BioNTech,3305953
Czechia,17/05/2021,Johnson&Johnson,23708
Czechia,17/05/2021,Moderna,401141
Czechia,17/05/2021,Oxford/AstraZeneca,449947
Czechia,17/05/2021,Pfizer/BioNTech,3373634
Czechia,18/05/2021,Johnson&Johnson,24704
Czechia,18/05/2021,Moderna,408956
Czechia,18/05/2021,Oxford/AstraZeneca,455889
Czechia,18/05/2021,Pfizer/BioNTech,3442489
Czechia,19/05/2021,Johnson&Johnson,25925
Czechia,19/05/2021,Moderna,419273
Czechia,19/05/2021,Oxford/AstraZeneca,462367
Czechia,19/05/2021,Pfizer/BioNTech,3515486
Czechia,20/05/2021,Johnson&Johnson,27549
Czechia,20/05/2021,Moderna,429802
Czechia,20/05/2021,Oxford/AstraZeneca,469006
Czechia,20/05/2021,Pfizer/BioNTech,3597033
Czechia,21/05/2021,Johnson&Johnson,28972
Czechia,21/05/2021,Moderna,437757
Czechia,21/05/2021,Oxford/AstraZeneca,474736
Czechia,21/05/2021,Pfizer/BioNTech,3676652
Czechia,22/05/2021,Johnson&Johnson,29143
Czechia,22/05/2021,Moderna,439603
Czechia,22/05/2021,Oxford/AstraZeneca,476600
Czechia,22/05/2021,Pfizer/BioNTech,3715854
Czechia,23/05/2021,Johnson&Johnson,29148
Czechia,23/05/2021,Moderna,440506
Czechia,23/05/2021,Oxford/AstraZeneca,478038
Czechia,23/05/2021,Pfizer/BioNTech,3744667
Czechia,24/05/2021,Johnson&Johnson,30422
Czechia,24/05/2021,Moderna,449140
Czechia,24/05/2021,Oxford/AstraZeneca,484350
Czechia,24/05/2021,Pfizer/BioNTech,3807353
Czechia,25/05/2021,Johnson&Johnson,32202
Czechia,25/05/2021,Moderna,457883
Czechia,25/05/2021,Oxford/AstraZeneca,495441
Czechia,25/05/2021,Pfizer/BioNTech,3871139
Czechia,26/05/2021,Johnson&Johnson,34112
Czechia,26/05/2021,Moderna,467788
Czechia,26/05/2021,Oxford/AstraZeneca,506329
Czechia,26/05/2021,Pfizer/BioNTech,3951171
Czechia,27/05/2021,Johnson&Johnson,36226
Czechia,27/05/2021,Moderna,477808
Czechia,27/05/2021,Oxford/AstraZeneca,515833
Czechia,27/05/2021,Pfizer/BioNTech,4035501
Czechia,28/05/2021,Johnson&Johnson,38323
Czechia,28/05/2021,Moderna,487664
Czechia,28/05/2021,Oxford/AstraZeneca,525074
Czechia,28/05/2021,Pfizer/BioNTech,4119756
Czechia,29/05/2021,Johnson&Johnson,38461
Czechia,29/05/2021,Moderna,490249
Czechia,29/05/2021,Oxford/AstraZeneca,527512
Czechia,29/05/2021,Pfizer/BioNTech,4160388
Czechia,30/05/2021,Johnson&Johnson,38463
Czechia,30/05/2021,Moderna,491244
Czechia,30/05/2021,Oxford/AstraZeneca,530097
Czechia,30/05/2021,Pfizer/BioNTech,4193331
Czechia,31/05/2021,Johnson&Johnson,40306
Czechia,31/05/2021,Moderna,499539
Czechia,31/05/2021,Oxford/AstraZeneca,538331
Czechia,31/05/2021,Pfizer/BioNTech,4275635
Czechia,1/06/2021,Johnson&Johnson,42551
Czechia,1/06/2021,Moderna,509552
Czechia,1/06/2021,Oxford/AstraZeneca,550022
Czechia,1/06/2021,Pfizer/BioNTech,4355985
Czechia,2/06/2021,Johnson&Johnson,45013
Czechia,2/06/2021,Moderna,518794
Czechia,2/06/2021,Oxford/AstraZeneca,561518
Czechia,2/06/2021,Pfizer/BioNTech,4446515
Czechia,3/06/2021,Johnson&Johnson,47812
Czechia,3/06/2021,Moderna,528218
Czechia,3/06/2021,Oxford/AstraZeneca,573366
Czechia,3/06/2021,Pfizer/BioNTech,4537323
Czechia,4/06/2021,Johnson&Johnson,51053
Czechia,4/06/2021,Moderna,537388
Czechia,4/06/2021,Oxford/AstraZeneca,583867
Czechia,4/06/2021,Pfizer/BioNTech,4630898
Czechia,5/06/2021,Johnson&Johnson,51172
Czechia,5/06/2021,Moderna,538247
Czechia,5/06/2021,Oxford/AstraZeneca,585886
Czechia,5/06/2021,Pfizer/BioNTech,4680315
Czechia,6/06/2021,Johnson&Johnson,51238
Czechia,6/06/2021,Moderna,538765
Czechia,6/06/2021,Oxford/AstraZeneca,586799
Czechia,6/06/2021,Pfizer/BioNTech,4720543
Czechia,7/06/2021,Johnson&Johnson,54356
Czechia,7/06/2021,Moderna,546389
Czechia,7/06/2021,Oxford/AstraZeneca,595555
Czechia,7/06/2021,Pfizer/BioNTech,4816357
Czechia,8/06/2021,Johnson&Johnson,57399
Czechia,8/06/2021,Moderna,554465
Czechia,8/06/2021,Oxford/AstraZeneca,606007
Czechia,8/06/2021,Pfizer/BioNTech,4909850
Czechia,9/06/2021,Johnson&Johnson,61005
Czechia,9/06/2021,Moderna,563616
Czechia,9/06/2021,Oxford/AstraZeneca,616482
Czechia,9/06/2021,Pfizer/BioNTech,5004931
Czechia,10/06/2021,Johnson&Johnson,64090
Czechia,10/06/2021,Moderna,573174
Czechia,10/06/2021,Oxford/AstraZeneca,627229
Czechia,10/06/2021,Pfizer/BioNTech,5101500
Czechia,11/06/2021,Johnson&Johnson,67216
Czechia,11/06/2021,Moderna,581890
Czechia,11/06/2021,Oxford/AstraZeneca,635784
Czechia,11/06/2021,Pfizer/BioNTech,5198507
Czechia,12/06/2021,Johnson&Johnson,67310
Czechia,12/06/2021,Moderna,582804
Czechia,12/06/2021,Oxford/AstraZeneca,637142
Czechia,12/06/2021,Pfizer/BioNTech,5248390
Czechia,13/06/2021,Johnson&Johnson,67363
Czechia,13/06/2021,Moderna,583194
Czechia,13/06/2021,Oxford/AstraZeneca,637318
Czechia,13/06/2021,Pfizer/BioNTech,5289770
Czechia,14/06/2021,Johnson&Johnson,69704
Czechia,14/06/2021,Moderna,591138
Czechia,14/06/2021,Oxford/AstraZeneca,644772
Czechia,14/06/2021,Pfizer/BioNTech,5386195
Czechia,15/06/2021,Johnson&Johnson,71852
Czechia,15/06/2021,Moderna,601489
Czechia,15/06/2021,Oxford/AstraZeneca,653540
Czechia,15/06/2021,Pfizer/BioNTech,5478931
Czechia,16/06/2021,Johnson&Johnson,74368
Czechia,16/06/2021,Moderna,610731
Czechia,16/06/2021,Oxford/AstraZeneca,662024
Czechia,16/06/2021,Pfizer/BioNTech,5576248
Czechia,17/06/2021,Johnson&Johnson,76541
Czechia,17/06/2021,Moderna,618519
Czechia,17/06/2021,Oxford/AstraZeneca,670056
Czechia,17/06/2021,Pfizer/BioNTech,5677658
Czechia,18/06/2021,Johnson&Johnson,78566
Czechia,18/06/2021,Moderna,626366
Czechia,18/06/2021,Oxford/AstraZeneca,675771
Czechia,18/06/2021,Pfizer/BioNTech,5781255
Czechia,19/06/2021,Johnson&Johnson,78589
Czechia,19/06/2021,Moderna,627561
Czechia,19/06/2021,Oxford/AstraZeneca,676366
Czechia,19/06/2021,Pfizer/BioNTech,5830004
Czechia,20/06/2021,Johnson&Johnson,78626
Czechia,20/06/2021,Moderna,628831
Czechia,20/06/2021,Oxford/AstraZeneca,676461
Czechia,20/06/2021,Pfizer/BioNTech,5869389
Czechia,21/06/2021,Johnson&Johnson,80054
Czechia,21/06/2021,Moderna,637966
Czechia,21/06/2021,Oxford/AstraZeneca,682851
Czechia,21/06/2021,Pfizer/BioNTech,5961082
Czechia,22/06/2021,Johnson&Johnson,81655
Czechia,22/06/2021,Moderna,647368
Czechia,22/06/2021,Oxford/AstraZeneca,691400
Czechia,22/06/2021,Pfizer/BioNTech,6053718
Czechia,23/06/2021,Johnson&Johnson,83449
Czechia,23/06/2021,Moderna,658259
Czechia,23/06/2021,Oxford/AstraZeneca,699788
Czechia,23/06/2021,Pfizer/BioNTech,6146203
Czechia,24/06/2021,Johnson&Johnson,85266
Czechia,24/06/2021,Moderna,668095
Czechia,24/06/2021,Oxford/AstraZeneca,707909
Czechia,24/06/2021,Pfizer/BioNTech,6243557
Czechia,25/06/2021,Johnson&Johnson,86959
Czechia,25/06/2021,Moderna,677044
Czechia,25/06/2021,Oxford/AstraZeneca,713895
Czechia,25/06/2021,Pfizer/BioNTech,6341363
Czechia,26/06/2021,Johnson&Johnson,86987
Czechia,26/06/2021,Moderna,678531
Czechia,26/06/2021,Oxford/AstraZeneca,715499
Czechia,26/06/2021,Pfizer/BioNTech,6388263
Czechia,27/06/2021,Johnson&Johnson,86994
Czechia,27/06/2021,Moderna,679624
Czechia,27/06/2021,Oxford/AstraZeneca,715635
Czechia,27/06/2021,Pfizer/BioNTech,6427176
Czechia,28/06/2021,Johnson&Johnson,88225
Czechia,28/06/2021,Moderna,688351
Czechia,28/06/2021,Oxford/AstraZeneca,722486
Czechia,28/06/2021,Pfizer/BioNTech,6521707
Czechia,29/06/2021,Johnson&Johnson,89657
Czechia,29/06/2021,Moderna,699152
Czechia,29/06/2021,Oxford/AstraZeneca,732030
Czechia,29/06/2021,Pfizer/BioNTech,6612939
Czechia,30/06/2021,Johnson&Johnson,90977
Czechia,30/06/2021,Moderna,711357
Czechia,30/06/2021,Oxford/AstraZeneca,741025
Czechia,30/06/2021,Pfizer/BioNTech,6706093
Czechia,1/07/2021,Johnson&Johnson,92587
Czechia,1/07/2021,Moderna,721892
Czechia,1/07/2021,Oxford/AstraZeneca,750359
Czechia,1/07/2021,Pfizer/BioNTech,6794320
Czechia,2/07/2021,Johnson&Johnson,94136
Czechia,2/07/2021,Moderna,732455
Czechia,2/07/2021,Oxford/AstraZeneca,757309
Czechia,2/07/2021,Pfizer/BioNTech,6882718
Czechia,3/07/2021,Johnson&Johnson,94146
Czechia,3/07/2021,Moderna,733705
Czechia,3/07/2021,Oxford/AstraZeneca,757920
Czechia,3/07/2021,Pfizer/BioNTech,6918447
Czechia,4/07/2021,Johnson&Johnson,94150
Czechia,4/07/2021,Moderna,734199
Czechia,4/07/2021,Oxford/AstraZeneca,757963
Czechia,4/07/2021,Pfizer/BioNTech,6945893
Czechia,5/07/2021,Johnson&Johnson,94156
Czechia,5/07/2021,Moderna,734419
Czechia,5/07/2021,Oxford/AstraZeneca,757980
Czechia,5/07/2021,Pfizer/BioNTech,6977843
Czechia,6/07/2021,Johnson&Johnson,94167
Czechia,6/07/2021,Moderna,735085
Czechia,6/07/2021,Oxford/AstraZeneca,758165
Czechia,6/07/2021,Pfizer/BioNTech,7009072
Denmark,8/01/2021,Pfizer/BioNTech,113007
Denmark,15/01/2021,Moderna,1127
Denmark,15/01/2021,Pfizer/BioNTech,167441
Denmark,22/01/2021,Moderna,2750
Denmark,22/01/2021,Pfizer/BioNTech,206271
Denmark,29/01/2021,Moderna,2809
Denmark,29/01/2021,Pfizer/BioNTech,272592
Denmark,5/02/2021,Moderna,6240
Denmark,5/02/2021,Pfizer/BioNTech,332568
Denmark,12/02/2021,Moderna,13006
Denmark,12/02/2021,Oxford/AstraZeneca,16341
Denmark,12/02/2021,Pfizer/BioNTech,377845
Denmark,19/02/2021,Moderna,15085
Denmark,19/02/2021,Oxford/AstraZeneca,40644
Denmark,19/02/2021,Pfizer/BioNTech,443755
Denmark,26/02/2021,Moderna,16773
Denmark,26/02/2021,Oxford/AstraZeneca,85485
Denmark,26/02/2021,Pfizer/BioNTech,517488
Denmark,5/03/2021,Moderna,26363
Denmark,5/03/2021,Oxford/AstraZeneca,133406
Denmark,5/03/2021,Pfizer/BioNTech,590442
Denmark,12/03/2021,Moderna,37314
Denmark,12/03/2021,Oxford/AstraZeneca,151680
Denmark,12/03/2021,Pfizer/BioNTech,663845
Denmark,19/03/2021,Moderna,49858
Denmark,19/03/2021,Oxford/AstraZeneca,151795
Denmark,19/03/2021,Pfizer/BioNTech,760373
Denmark,26/03/2021,Moderna,58298
Denmark,26/03/2021,Oxford/AstraZeneca,151927
Denmark,26/03/2021,Pfizer/BioNTech,858990
Denmark,2/04/2021,Moderna,78493
Denmark,2/04/2021,Oxford/AstraZeneca,152006
Denmark,2/04/2021,Pfizer/BioNTech,965693
Denmark,9/04/2021,Moderna,97253
Denmark,9/04/2021,Oxford/AstraZeneca,152103
Denmark,9/04/2021,Pfizer/BioNTech,1097206
Denmark,16/04/2021,Moderna,117988
Denmark,16/04/2021,Oxford/AstraZeneca,152195
Denmark,16/04/2021,Pfizer/BioNTech,1322158
Denmark,23/04/2021,Moderna,130006
Denmark,23/04/2021,Oxford/AstraZeneca,152313
Denmark,23/04/2021,Pfizer/BioNTech,1535019
Denmark,30/04/2021,Moderna,155654
Denmark,30/04/2021,Oxford/AstraZeneca,152445
Denmark,30/04/2021,Pfizer/BioNTech,1747068
Denmark,7/05/2021,Moderna,190985
Denmark,7/05/2021,Oxford/AstraZeneca,152595
Denmark,7/05/2021,Pfizer/BioNTech,2048640
Denmark,14/05/2021,Moderna,226668
Denmark,14/05/2021,Oxford/AstraZeneca,152756
Denmark,14/05/2021,Pfizer/BioNTech,2345217
Denmark,21/05/2021,Johnson&Johnson,104
Denmark,21/05/2021,Moderna,271844
Denmark,21/05/2021,Oxford/AstraZeneca,152915
Denmark,21/05/2021,Pfizer/BioNTech,2652369
Denmark,28/05/2021,Johnson&Johnson,1054
Denmark,28/05/2021,Moderna,303448
Denmark,28/05/2021,Oxford/AstraZeneca,153078
Denmark,28/05/2021,Pfizer/BioNTech,2945791
Denmark,4/06/2021,Johnson&Johnson,11117
Denmark,4/06/2021,Moderna,335547
Denmark,4/06/2021,Oxford/AstraZeneca,153180
Denmark,4/06/2021,Pfizer/BioNTech,3257183
Denmark,11/06/2021,Johnson&Johnson,30823
Denmark,11/06/2021,Moderna,359836
Denmark,11/06/2021,Oxford/AstraZeneca,153476
Denmark,11/06/2021,Pfizer/BioNTech,3633395
Denmark,18/06/2021,Johnson&Johnson,40965
Denmark,18/06/2021,Moderna,398393
Denmark,18/06/2021,Oxford/AstraZeneca,153662
Denmark,18/06/2021,Pfizer/BioNTech,4001249
Denmark,25/06/2021,Johnson&Johnson,44735
Denmark,25/06/2021,Moderna,436073
Denmark,25/06/2021,Oxford/AstraZeneca,153726
Denmark,25/06/2021,Pfizer/BioNTech,4366183
Denmark,2/07/2021,Johnson&Johnson,46515
Denmark,2/07/2021,Moderna,475151
Denmark,2/07/2021,Oxford/AstraZeneca,153819
Denmark,2/07/2021,Pfizer/BioNTech,4736551
Estonia,1/01/2021,Pfizer/BioNTech,191
Estonia,8/01/2021,Pfizer/BioNTech,10927
Estonia,15/01/2021,Moderna,0
Estonia,15/01/2021,Pfizer/BioNTech,18194
Estonia,22/01/2021,Moderna,419
Estonia,22/01/2021,Pfizer/BioNTech,25645
Estonia,29/01/2021,Moderna,787
Estonia,29/01/2021,Pfizer/BioNTech,37946
Estonia,5/02/2021,Moderna,1315
Estonia,5/02/2021,Pfizer/BioNTech,52426
Estonia,12/02/2021,Moderna,2067
Estonia,12/02/2021,Oxford/AstraZeneca,0
Estonia,12/02/2021,Pfizer/BioNTech,66785
Estonia,19/02/2021,Moderna,2549
Estonia,19/02/2021,Oxford/AstraZeneca,7986
Estonia,19/02/2021,Pfizer/BioNTech,78962
Estonia,26/02/2021,Moderna,3309
Estonia,26/02/2021,Oxford/AstraZeneca,20309
Estonia,26/02/2021,Pfizer/BioNTech,90297
Estonia,5/03/2021,Moderna,5714
Estonia,5/03/2021,Oxford/AstraZeneca,38414
Estonia,5/03/2021,Pfizer/BioNTech,103854
Estonia,12/03/2021,Moderna,9226
Estonia,12/03/2021,Oxford/AstraZeneca,63068
Estonia,12/03/2021,Pfizer/BioNTech,121240
Estonia,19/03/2021,Moderna,11782
Estonia,19/03/2021,Oxford/AstraZeneca,79170
Estonia,19/03/2021,Pfizer/BioNTech,136644
Estonia,26/03/2021,Moderna,14019
Estonia,26/03/2021,Oxford/AstraZeneca,88440
Estonia,26/03/2021,Pfizer/BioNTech,156398
Estonia,2/04/2021,Moderna,17368
Estonia,2/04/2021,Oxford/AstraZeneca,107057
Estonia,2/04/2021,Pfizer/BioNTech,175622
Estonia,9/04/2021,Moderna,22425
Estonia,9/04/2021,Oxford/AstraZeneca,117053
Estonia,9/04/2021,Pfizer/BioNTech,200072
Estonia,16/04/2021,Johnson&Johnson,0
Estonia,16/04/2021,Moderna,26162
Estonia,16/04/2021,Oxford/AstraZeneca,126547
Estonia,16/04/2021,Pfizer/BioNTech,227303
Estonia,23/04/2021,Johnson&Johnson,0
Estonia,23/04/2021,Moderna,30910
Estonia,23/04/2021,Oxford/AstraZeneca,136800
Estonia,23/04/2021,Pfizer/BioNTech,251233
Estonia,30/04/2021,Johnson&Johnson,35
Estonia,30/04/2021,Moderna,35893
Estonia,30/04/2021,Oxford/AstraZeneca,152728
Estonia,30/04/2021,Pfizer/BioNTech,285300
Estonia,7/05/2021,Johnson&Johnson,347
Estonia,7/05/2021,Moderna,40647
Estonia,7/05/2021,Oxford/AstraZeneca,170261
Estonia,7/05/2021,Pfizer/BioNTech,332349
Estonia,14/05/2021,Johnson&Johnson,1088
Estonia,14/05/2021,Moderna,46289
Estonia,14/05/2021,Oxford/AstraZeneca,177050
Estonia,14/05/2021,Pfizer/BioNTech,367589
Estonia,21/05/2021,Johnson&Johnson,5802
Estonia,21/05/2021,Moderna,57044
Estonia,21/05/2021,Oxford/AstraZeneca,179956
Estonia,21/05/2021,Pfizer/BioNTech,412653
Estonia,28/05/2021,Johnson&Johnson,11250
Estonia,28/05/2021,Moderna,65433
Estonia,28/05/2021,Oxford/AstraZeneca,182088
Estonia,28/05/2021,Pfizer/BioNTech,459539
Estonia,4/06/2021,Johnson&Johnson,15137
Estonia,4/06/2021,Moderna,70877
Estonia,4/06/2021,Oxford/AstraZeneca,189540
Estonia,4/06/2021,Pfizer/BioNTech,502404
Estonia,11/06/2021,Johnson&Johnson,16446
Estonia,11/06/2021,Moderna,78013
Estonia,11/06/2021,Oxford/AstraZeneca,207395
Estonia,11/06/2021,Pfizer/BioNTech,544398
Estonia,18/06/2021,Johnson&Johnson,19034
Estonia,18/06/2021,Moderna,86330
Estonia,18/06/2021,Oxford/AstraZeneca,218582
Estonia,18/06/2021,Pfizer/BioNTech,592495
Estonia,25/06/2021,Johnson&Johnson,20539
Estonia,25/06/2021,Moderna,90161
Estonia,25/06/2021,Oxford/AstraZeneca,225706
Estonia,25/06/2021,Pfizer/BioNTech,610287
Estonia,2/07/2021,Johnson&Johnson,23790
Estonia,2/07/2021,Moderna,94723
Estonia,2/07/2021,Oxford/AstraZeneca,233248
Estonia,2/07/2021,Pfizer/BioNTech,642956
Finland,1/01/2021,Johnson&Johnson,0
Finland,1/01/2021,Moderna,42
Finland,1/01/2021,Oxford/AstraZeneca,0
Finland,1/01/2021,Pfizer/BioNTech,25
Finland,8/01/2021,Johnson&Johnson,0
Finland,8/01/2021,Moderna,190
Finland,8/01/2021,Oxford/AstraZeneca,142
Finland,8/01/2021,Pfizer/BioNTech,20969
Finland,15/01/2021,Johnson&Johnson,0
Finland,15/01/2021,Moderna,236
Finland,15/01/2021,Oxford/AstraZeneca,205
Finland,15/01/2021,Pfizer/BioNTech,61329
Finland,22/01/2021,Johnson&Johnson,0
Finland,22/01/2021,Moderna,1161
Finland,22/01/2021,Oxford/AstraZeneca,278
Finland,22/01/2021,Pfizer/BioNTech,117661
Finland,29/01/2021,Johnson&Johnson,0
Finland,29/01/2021,Moderna,3792
Finland,29/01/2021,Oxford/AstraZeneca,286
Finland,29/01/2021,Pfizer/BioNTech,171137
Finland,5/02/2021,Johnson&Johnson,0
Finland,5/02/2021,Moderna,4673
Finland,5/02/2021,Oxford/AstraZeneca,291
Finland,5/02/2021,Pfizer/BioNTech,225614
Finland,12/02/2021,Johnson&Johnson,0
Finland,12/02/2021,Moderna,5941
Finland,12/02/2021,Oxford/AstraZeneca,4206
Finland,12/02/2021,Pfizer/BioNTech,276257
Finland,19/02/2021,Johnson&Johnson,0
Finland,19/02/2021,Moderna,10522
Finland,19/02/2021,Oxford/AstraZeneca,24256
Finland,19/02/2021,Pfizer/BioNTech,336035
Finland,26/02/2021,Johnson&Johnson,0
Finland,26/02/2021,Moderna,19058
Finland,26/02/2021,Oxford/AstraZeneca,55861
Finland,26/02/2021,Pfizer/BioNTech,398474
Finland,5/03/2021,Johnson&Johnson,0
Finland,5/03/2021,Moderna,26956
Finland,5/03/2021,Oxford/AstraZeneca,95958
Finland,5/03/2021,Pfizer/BioNTech,464268
Finland,12/03/2021,Johnson&Johnson,0
Finland,12/03/2021,Moderna,38589
Finland,12/03/2021,Oxford/AstraZeneca,140293
Finland,12/03/2021,Pfizer/BioNTech,532324
Finland,19/03/2021,Johnson&Johnson,0
Finland,19/03/2021,Moderna,42341
Finland,19/03/2021,Oxford/AstraZeneca,184751
Finland,19/03/2021,Pfizer/BioNTech,611440
Finland,26/03/2021,Johnson&Johnson,0
Finland,26/03/2021,Moderna,52332
Finland,26/03/2021,Oxford/AstraZeneca,184818
Finland,26/03/2021,Pfizer/BioNTech,711694
Finland,2/04/2021,Johnson&Johnson,0
Finland,2/04/2021,Moderna,69081
Finland,2/04/2021,Oxford/AstraZeneca,202085
Finland,2/04/2021,Pfizer/BioNTech,810979
Finland,9/04/2021,Johnson&Johnson,0
Finland,9/04/2021,Moderna,81060
Finland,9/04/2021,Oxford/AstraZeneca,242869
Finland,9/04/2021,Pfizer/BioNTech,931506
Finland,16/04/2021,Johnson&Johnson,0
Finland,16/04/2021,Moderna,103061
Finland,16/04/2021,Oxford/AstraZeneca,298495
Finland,16/04/2021,Pfizer/BioNTech,1087897
Finland,23/04/2021,Johnson&Johnson,0
Finland,23/04/2021,Moderna,117681
Finland,23/04/2021,Oxford/AstraZeneca,335595
Finland,23/04/2021,Pfizer/BioNTech,1256787
Finland,30/04/2021,Johnson&Johnson,0
Finland,30/04/2021,Moderna,137174
Finland,30/04/2021,Oxford/AstraZeneca,353117
Finland,30/04/2021,Pfizer/BioNTech,1433272
Finland,7/05/2021,Johnson&Johnson,0
Finland,7/05/2021,Moderna,161504
Finland,7/05/2021,Oxford/AstraZeneca,358977
Finland,7/05/2021,Pfizer/BioNTech,1646407
Finland,14/05/2021,Johnson&Johnson,0
Finland,14/05/2021,Moderna,187542
Finland,14/05/2021,Oxford/AstraZeneca,366730
Finland,14/05/2021,Pfizer/BioNTech,1848396
Finland,21/05/2021,Johnson&Johnson,0
Finland,21/05/2021,Moderna,221323
Finland,21/05/2021,Oxford/AstraZeneca,379789
Finland,21/05/2021,Pfizer/BioNTech,2077370
Finland,28/05/2021,Johnson&Johnson,0
Finland,28/05/2021,Moderna,257428
Finland,28/05/2021,Oxford/AstraZeneca,391465
